species,genomes,superkingdom,doubling_h,growth_tmp,Representative.genome
Geminicoccus roseus,RS_GCF_000427665.1,Bacteria,5,32.5,RS_GCF_000427665.1
Gemmatimonas aurantiaca,GB_GCA_003543295.1,Bacteria,12,30,RS_GCF_000010305.1
Gemmatimonas aurantiaca,RS_GCF_000010305.1,Bacteria,12,30,RS_GCF_000010305.1
Geobacillus sp002809955,RS_GCF_030376765.1,Bacteria,0.24,68.4,RS_GCF_002809955.1
Geobacillus sp002809955,RS_GCF_030376785.1,Bacteria,0.24,68.4,RS_GCF_002809955.1
Geobacillus sp002809955,RS_GCF_002809955.1,Bacteria,0.24,68.4,RS_GCF_002809955.1
Geobacillus sp002809955,RS_GCF_030376745.1,Bacteria,0.24,68.4,RS_GCF_002809955.1
Geobacillus sp002809955,GB_GCA_001624615.1,Bacteria,0.24,68.4,RS_GCF_002809955.1
Geobacillus thermocatenulatus,RS_GCF_000612265.1,Bacteria,2.5,62.5,RS_GCF_002217655.1
Geobacillus thermocatenulatus,RS_GCF_002243665.1,Bacteria,2.5,62.5,RS_GCF_002217655.1
Geobacillus thermocatenulatus,GB_GCA_003263855.1,Bacteria,2.5,62.5,RS_GCF_002217655.1
Geobacillus thermocatenulatus,RS_GCF_001025095.1,Bacteria,2.5,62.5,RS_GCF_002217655.1
Geobacillus thermocatenulatus,RS_GCF_002217655.1,Bacteria,2.5,62.5,RS_GCF_002217655.1
Geobacillus thermoleovorans,RS_GCF_030908605.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacillus thermoleovorans,RS_GCF_000691465.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacillus thermoleovorans,RS_GCF_001707765.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacillus thermoleovorans,RS_GCF_000617945.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacillus thermoleovorans,GB_GCA_004346755.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacillus thermoleovorans,GB_GCA_001610955.1,Bacteria,0.28,65,GB_GCA_001610955.1
Geobacter sulfurreducens,GB_GCA_003488685.1,Bacteria,6,30,RS_GCF_000007985.2
Geobacter sulfurreducens,RS_GCF_030297095.1,Bacteria,6,30,RS_GCF_000007985.2
Geobacter sulfurreducens,GB_GCA_002482655.1,Bacteria,6,30,RS_GCF_000007985.2
Geobacter sulfurreducens,RS_GCF_000210155.1,Bacteria,6,30,RS_GCF_000007985.2
Geobacter sulfurreducens,RS_GCF_024205665.1,Bacteria,6,30,RS_GCF_000007985.2
Geobacter sulfurreducens,RS_GCF_000007985.2,Bacteria,6,30,RS_GCF_000007985.2
Geosporobacter subterraneus,RS_GCF_900142145.1,Bacteria,4.9,42,RS_GCF_900142145.1
Geotoga petraea,GB_GCA_030156495.1,Bacteria,16.76,50,RS_GCF_900102615.1
Geotoga petraea,RS_GCF_004768445.1,Bacteria,16.76,50,RS_GCF_900102615.1
Geotoga petraea,RS_GCF_025092585.1,Bacteria,16.76,50,RS_GCF_900102615.1
Geotoga petraea,RS_GCF_900102615.1,Bacteria,16.76,50,RS_GCF_900102615.1
Glaciecola punicea,RS_GCF_000252165.1,Bacteria,12.85,13.7,RS_GCF_000252165.1
Glaciecola punicea,RS_GCF_001756615.1,Bacteria,12.85,13.7,RS_GCF_000252165.1
Gloeobacter violaceus,RS_GCF_000011385.1,Bacteria,73,NA,RS_GCF_000011385.1
Gramella forsetii,RS_GCF_000060345.1,Bacteria,4.17,NA,RS_GCF_000060345.1
Gramella forsetii,RS_GCF_014642775.1,Bacteria,4.17,NA,RS_GCF_000060345.1
Haemophilus influenzae,RS_GCF_021391235.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus influenzae,RS_GCF_900407365.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus influenzae,RS_GCF_002988975.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus influenzae,RS_GCF_002989615.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus influenzae,RS_GCF_002985265.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus influenzae,RS_GCF_001457655.1,Bacteria,0.43,NA,RS_GCF_001457655.1
Haemophilus_B ducreyi,RS_GCF_900637315.1,Bacteria,1.8,33,RS_GCF_900109315.1
Haemophilus_B ducreyi,RS_GCF_001043495.1,Bacteria,1.8,33,RS_GCF_900109315.1
Haemophilus_B ducreyi,RS_GCF_001647735.1,Bacteria,1.8,33,RS_GCF_900109315.1
Haemophilus_B ducreyi,RS_GCF_001043475.1,Bacteria,1.8,33,RS_GCF_900109315.1
Haemophilus_B ducreyi,RS_GCF_001043195.1,Bacteria,1.8,33,RS_GCF_900109315.1
Haemophilus_B ducreyi,RS_GCF_900109315.1,Bacteria,1.8,33,RS_GCF_900109315.1
Halanaerobium praevalens,RS_GCF_000165465.1,Bacteria,4,37.1,RS_GCF_000165465.1
Halanaerobium saccharolyticum,RS_GCF_000350165.1,Bacteria,3.9,37,RS_GCF_000350165.1
Haliea salexigens,RS_GCF_002707095.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Haliea salexigens,GB_GCA_002365895.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Haliea salexigens,RS_GCF_002685565.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Haliea salexigens,GB_GCA_002726835.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Haliea salexigens,GB_GCA_002364075.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Haliea salexigens,RS_GCF_000423125.1,Bacteria,5.55,29.9,RS_GCF_000423125.1
Halobacillus karajensis,RS_GCF_000723525.1,Bacteria,0.42,35,RS_GCF_900108515.1
Halobacillus karajensis,RS_GCF_000724105.1,Bacteria,0.42,35,RS_GCF_900108515.1
Halobacillus karajensis,RS_GCF_000731155.1,Bacteria,0.42,35,RS_GCF_900108515.1
Halobacillus karajensis,RS_GCF_900108515.1,Bacteria,0.42,35,RS_GCF_900108515.1
Halobacillus mangrovi,RS_GCF_002097535.1,Bacteria,0.52,34,RS_GCF_002097535.1
Halobacteroides halobius,RS_GCF_000328625.1,Bacteria,0.92,40.8,RS_GCF_000328625.1
Halomonas caseinilytica,RS_GCF_001662305.1,Bacteria,0.83,35,RS_GCF_001662305.1
Halomonas caseinilytica,RS_GCF_900142315.1,Bacteria,0.83,35,RS_GCF_001662305.1
Halomonas caseinilytica,RS_GCF_001662285.1,Bacteria,0.83,35,RS_GCF_001662305.1
Halomonas caseinilytica,RS_GCF_001722495.1,Bacteria,0.83,35,RS_GCF_001662305.1
Halomonas caseinilytica,RS_GCF_900109905.1,Bacteria,0.83,35,RS_GCF_001662305.1
Halomonas elongata,RS_GCF_003287205.1,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas elongata,RS_GCF_027558275.1,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas elongata,RS_GCF_001678785.1,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas elongata,RS_GCF_014926355.1,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas elongata,RS_GCF_024505125.1,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas elongata,RS_GCF_000196875.2,Bacteria,0.39,40,RS_GCF_000196875.2
Halomonas halodenitrificans,RS_GCF_000620045.1,Bacteria,1.77,33,RS_GCF_000620045.1
Halomonas halodenitrificans,RS_GCF_013393515.1,Bacteria,1.77,33,RS_GCF_000620045.1
Halonatronum saccharophilum,RS_GCF_000517025.1,Bacteria,3.14,46.8,RS_GCF_000517025.1
Helicobacter pylori,RS_GCF_021062735.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter pylori,RS_GCF_900088135.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter pylori,RS_GCF_003059445.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter pylori,GB_GCA_002952255.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter pylori,RS_GCF_003635825.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter pylori,RS_GCF_900478295.1,Bacteria,2.39,37,RS_GCF_900478295.1
Helicobacter_C hepaticus,GB_GCA_948912615.1,Bacteria,4.2,37,RS_GCF_000007905.1
Helicobacter_C hepaticus,GB_GCA_949526765.1,Bacteria,4.2,37,RS_GCF_000007905.1
Helicobacter_C hepaticus,GB_GCA_949280195.1,Bacteria,4.2,37,RS_GCF_000007905.1
Helicobacter_C hepaticus,GB_GCA_948581655.1,Bacteria,4.2,37,RS_GCF_000007905.1
Helicobacter_C hepaticus,GB_GCA_949483245.1,Bacteria,4.2,37,RS_GCF_000007905.1
Helicobacter_C hepaticus,RS_GCF_000007905.1,Bacteria,4.2,37,RS_GCF_000007905.1
Herpetosiphon aurantiacus,GB_GCA_000018565.1,Bacteria,20,25,GB_GCA_000018565.1
Herpetosiphon aurantiacus,RS_GCF_003512625.1,Bacteria,20,25,GB_GCA_000018565.1
Hydrogenimonas thermophila,GB_GCA_028116025.1,Bacteria,1.16,55,RS_GCF_900115615.1
Hydrogenimonas thermophila,RS_GCF_900115615.1,Bacteria,1.16,55,RS_GCF_900115615.1
Hydrogenobacter hydrogenophilus,RS_GCF_900215655.1,Bacteria,0.38,64.9,RS_GCF_900215655.1
Hydrogenobacter thermophilus,GB_GCA_002898755.1,Bacteria,1.9,70,RS_GCF_000010785.1
Hydrogenobacter thermophilus,RS_GCF_000010785.1,Bacteria,1.9,70,RS_GCF_000010785.1
Hydrogenobacter thermophilus,RS_GCF_000164905.1,Bacteria,1.9,70,RS_GCF_000010785.1
Hydrogenobacter thermophilus,RS_GCF_018771625.1,Bacteria,1.9,70,RS_GCF_000010785.1
Hydrogenovibrio crunogenus,GB_GCA_003978055.1,Bacteria,0.87,25,RS_GCF_004786015.1
Hydrogenovibrio crunogenus,RS_GCF_004786015.1,Bacteria,0.87,25,RS_GCF_004786015.1
Isosphaera pallida,RS_GCF_000186345.1,Bacteria,17.35,40.6,RS_GCF_000186345.1
Klebsiella pneumoniae,RS_GCF_002300755.2,Bacteria,0.34,37,RS_GCF_000742135.1
Klebsiella pneumoniae,RS_GCF_001463165.1,Bacteria,0.34,37,RS_GCF_000742135.1
Klebsiella pneumoniae,RS_GCF_002854515.1,Bacteria,0.34,37,RS_GCF_000742135.1
Klebsiella pneumoniae,RS_GCF_025657285.1,Bacteria,0.34,37,RS_GCF_000742135.1
Klebsiella pneumoniae,RS_GCF_004311725.1,Bacteria,0.34,37,RS_GCF_000742135.1
Klebsiella pneumoniae,RS_GCF_000742135.1,Bacteria,0.34,37,RS_GCF_000742135.1
Kosmotoga olearia,GB_GCA_030156425.1,Bacteria,1.72,65,RS_GCF_000023325.1
Kosmotoga olearia,RS_GCF_000023325.1,Bacteria,1.72,65,RS_GCF_000023325.1
Kosmotoga olearia,RS_GCF_001639905.1,Bacteria,1.72,65,RS_GCF_000023325.1
Kosmotoga olearia,RS_GCF_029981315.1,Bacteria,1.72,65,RS_GCF_000023325.1
Kosmotoga_B arenicorallina,RS_GCF_001636545.1,Bacteria,1.73,60.1,RS_GCF_001636545.1
Kosmotoga_B pacifica,RS_GCF_001027025.1,Bacteria,1.58,70,RS_GCF_001027025.1
Kosmotoga_B pacifica,RS_GCF_910586115.1,Bacteria,1.58,70,RS_GCF_001027025.1
Kosmotoga_B pacifica,RS_GCF_949468545.1,Bacteria,1.58,70,RS_GCF_001027025.1
Kyrpidia tusciae,RS_GCF_000092905.1,Bacteria,6.5,55,RS_GCF_000092905.1
Kyrpidia tusciae,RS_GCF_014896655.1,Bacteria,6.5,55,RS_GCF_000092905.1
Lactobacillus acidophilus,RS_GCF_002914945.1,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus acidophilus,RS_GCF_025194765.1,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus acidophilus,RS_GCF_013867605.1,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus acidophilus,RS_GCF_000389675.2,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus acidophilus,RS_GCF_021432145.1,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus acidophilus,RS_GCF_001591845.1,Bacteria,1.1,NA,RS_GCF_001591845.1
Lactobacillus delbrueckii,RS_GCF_021134795.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus delbrueckii,GB_GCA_008014735.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus delbrueckii,RS_GCF_021135105.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus delbrueckii,RS_GCF_027668465.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus delbrueckii,RS_GCF_017367745.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus delbrueckii,RS_GCF_001433875.1,Bacteria,0.616666666666667,NA,RS_GCF_001433875.1
Lactobacillus johnsonii,GB_GCA_948671655.1,Bacteria,0.43,37,RS_GCF_000159355.1
Lactobacillus johnsonii,GB_GCA_949283915.1,Bacteria,0.43,37,RS_GCF_000159355.1
Lactobacillus johnsonii,GB_GCA_945987735.1,Bacteria,0.43,37,RS_GCF_000159355.1
Lactobacillus johnsonii,RS_GCF_021442345.1,Bacteria,0.43,37,RS_GCF_000159355.1
Lactobacillus johnsonii,GB_GCA_948917615.1,Bacteria,0.43,37,RS_GCF_000159355.1
Lactobacillus johnsonii,RS_GCF_000159355.1,Bacteria,0.43,37,RS_GCF_000159355.1
Legionella pneumophila,RS_GCF_004922675.1,Bacteria,2.4,35,RS_GCF_000008485.1
Legionella pneumophila,RS_GCF_022576595.1,Bacteria,2.4,35,RS_GCF_000008485.1
Legionella pneumophila,RS_GCF_001753405.1,Bacteria,2.4,35,RS_GCF_000008485.1
Legionella pneumophila,RS_GCF_026191315.1,Bacteria,2.4,35,RS_GCF_000008485.1
Legionella pneumophila,RS_GCF_002967055.1,Bacteria,2.4,35,RS_GCF_000008485.1
Legionella pneumophila,RS_GCF_000008485.1,Bacteria,2.4,35,RS_GCF_000008485.1
Leptolinea tardivitalis,RS_GCF_001050275.1,Bacteria,50,37,RS_GCF_001050275.1
Leptolinea tardivitalis,RS_GCF_001306095.1,Bacteria,50,37,RS_GCF_001050275.1
Leptospira interrogans,RS_GCF_000343305.1,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospira interrogans,GB_GCA_000306535.2,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospira interrogans,RS_GCF_000343695.1,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospira interrogans,RS_GCF_008629705.1,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospira interrogans,RS_GCF_000246015.1,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospira interrogans,RS_GCF_900156205.1,Bacteria,10.23,29,RS_GCF_900156205.1
Leptospirillum ferrooxidans,GB_GCA_027416975.1,Bacteria,7.69,35,RS_GCF_000284315.1
Leptospirillum ferrooxidans,GB_GCA_027416955.1,Bacteria,7.69,35,RS_GCF_000284315.1
Leptospirillum ferrooxidans,GB_GCA_027318875.1,Bacteria,7.69,35,RS_GCF_000284315.1
Leptospirillum ferrooxidans,GB_GCA_027416865.1,Bacteria,7.69,35,RS_GCF_000284315.1
Leptospirillum ferrooxidans,GB_GCA_021843535.1,Bacteria,7.69,35,RS_GCF_000284315.1
Leptospirillum ferrooxidans,RS_GCF_000284315.1,Bacteria,7.69,35,RS_GCF_000284315.1
Levilinea saccharolytica,RS_GCF_001050255.2,Bacteria,56,38.5,RS_GCF_001306035.1
Levilinea saccharolytica,RS_GCF_001306035.1,Bacteria,56,38.5,RS_GCF_001306035.1
Limnothrix sp001693275,RS_GCF_001521855.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Limnothrix sp001693275,RS_GCF_900177825.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Limnothrix sp001693275,RS_GCF_000715475.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Limnothrix sp001693275,RS_GCF_002721235.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Limnothrix sp001693275,RS_GCF_900177365.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Limnothrix sp001693275,RS_GCF_001693275.1,Bacteria,3.8,NA,RS_GCF_001693275.1
Listeria innocua,RS_GCF_030348065.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria innocua,RS_GCF_000960735.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria innocua,RS_GCF_014228445.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria innocua,RS_GCF_026616315.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria innocua,RS_GCF_014228275.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria innocua,RS_GCF_028596125.1,Bacteria,0.47,30,RS_GCF_028596125.1
Listeria monocytogenes,RS_GCF_900162435.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Listeria monocytogenes,RS_GCF_902827145.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Listeria monocytogenes,RS_GCF_029076975.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Listeria monocytogenes,RS_GCF_002028105.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Listeria monocytogenes,RS_GCF_001565095.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Listeria monocytogenes,RS_GCF_900187225.1,Bacteria,0.43,35.4,RS_GCF_900187225.1
Litorilinea aerophila,GB_GCA_002148365.1,Bacteria,5,55,RS_GCF_006569185.2
Litorilinea aerophila,GB_GCA_026003675.1,Bacteria,5,55,RS_GCF_006569185.2
Litorilinea aerophila,RS_GCF_006569185.2,Bacteria,5,55,RS_GCF_006569185.2
Longilinea arvoryzae,RS_GCF_001050235.1,Bacteria,92,37,RS_GCF_001050235.1
Magnetovibrio blakemorei,RS_GCF_001746755.1,Bacteria,11,27,RS_GCF_001746755.1
Mahella australiensis,RS_GCF_000213255.1,Bacteria,11,50,RS_GCF_000213255.1
Marinilactibacillus piezotolerans,RS_GCF_001895285.1,Bacteria,57,38.5,RS_GCF_900114235.1
Marinilactibacillus piezotolerans,RS_GCF_900114235.1,Bacteria,57,38.5,RS_GCF_900114235.1
Marinilactibacillus psychrotolerans,RS_GCF_900163775.1,Bacteria,1.16,37,RS_GCF_900101525.1
Marinilactibacillus psychrotolerans,RS_GCF_014897375.1,Bacteria,1.16,37,RS_GCF_900101525.1
Marinilactibacillus psychrotolerans,RS_GCF_900101525.1,Bacteria,1.16,37,RS_GCF_900101525.1
Marinilactibacillus psychrotolerans,RS_GCF_007989385.1,Bacteria,1.16,37,RS_GCF_900101525.1
Marinilactibacillus psychrotolerans,RS_GCF_019650195.1,Bacteria,1.16,37,RS_GCF_900101525.1
Marinithermus hydrothermalis,RS_GCF_000195335.1,Bacteria,0.38,67.6,RS_GCF_000195335.1
Marinitoga hydrogenitolerans,RS_GCF_900129175.1,Bacteria,1.87,60,RS_GCF_900129175.1
Marinitoga piezophila,RS_GCF_000255135.1,Bacteria,0.37,64.9,RS_GCF_000255135.1
Marinitoga piezophila,RS_GCF_001941525.1,Bacteria,0.37,64.9,RS_GCF_000255135.1
Marinitoga piezophila,RS_GCF_013363245.1,Bacteria,0.37,64.9,RS_GCF_000255135.1
Marinitoga piezophila,RS_GCF_013363265.1,Bacteria,0.37,64.9,RS_GCF_000255135.1
Meiothermus ruber,RS_GCF_000346125.2,Bacteria,1.67,60.2,RS_GCF_000024425.1
Meiothermus ruber,RS_GCF_023511895.1,Bacteria,1.67,60.2,RS_GCF_000024425.1
Meiothermus ruber,RS_GCF_000024425.1,Bacteria,1.67,60.2,RS_GCF_000024425.1
Meiothermus ruber,RS_GCF_000376665.1,Bacteria,1.67,60.2,RS_GCF_000024425.1
Meiothermus ruber,RS_GCF_000785645.1,Bacteria,1.67,60.2,RS_GCF_000024425.1
Mesoaciditoga lauensis,GB_GCA_015487155.1,Bacteria,3,58.5,RS_GCF_000745455.1
Mesoaciditoga lauensis,RS_GCF_000745455.1,Bacteria,3,58.5,RS_GCF_000745455.1
Mesomycoplasma hyopneumoniae,RS_GCF_009831945.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesomycoplasma hyopneumoniae,RS_GCF_009832125.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesomycoplasma hyopneumoniae,RS_GCF_009831905.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesomycoplasma hyopneumoniae,RS_GCF_000008225.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesomycoplasma hyopneumoniae,RS_GCF_004768725.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesomycoplasma hyopneumoniae,RS_GCF_000008205.1,Bacteria,6.4,37,RS_GCF_000008205.1
Mesorhizobium huakuii,RS_GCF_030160235.1,Bacteria,2.4,28,RS_GCF_030160235.1
Mesotoga prima,GB_GCA_022837625.1,Bacteria,16.5,37,RS_GCF_000147715.2
Mesotoga prima,RS_GCF_937952195.1,Bacteria,16.5,37,RS_GCF_000147715.2
Mesotoga prima,RS_GCF_000147715.2,Bacteria,16.5,37,RS_GCF_000147715.2
Mesotoga prima,GB_GCA_018432665.1,Bacteria,16.5,37,RS_GCF_000147715.2
Mesotoga prima,GB_GCA_024233705.1,Bacteria,16.5,37,RS_GCF_000147715.2
Methylobacillus flagellatus,RS_GCF_000013705.1,Bacteria,0.85,42,RS_GCF_000013705.1
Methylobacillus flagellatus,RS_GCF_009360475.1,Bacteria,0.85,42,RS_GCF_000013705.1
Methylobacterium extorquens,RS_GCF_030062705.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylobacterium extorquens,RS_GCF_000018845.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylobacterium extorquens,RS_GCF_000243435.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylobacterium extorquens,GB_GCA_029894225.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylobacterium extorquens,GB_GCA_001422935.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylobacterium extorquens,RS_GCF_900234795.1,Bacteria,4.2,30,RS_GCF_900234795.1
Methylococcus capsulatus,RS_GCF_023370095.1,Bacteria,1.87,30.1,RS_GCF_000424685.1
Methylococcus capsulatus,RS_GCF_949769275.1,Bacteria,1.87,30.1,RS_GCF_000424685.1
Methylococcus capsulatus,RS_GCF_000424685.1,Bacteria,1.87,30.1,RS_GCF_000424685.1
Methylococcus capsulatus,RS_GCF_019285575.1,Bacteria,1.87,30.1,RS_GCF_000424685.1
Methylococcus capsulatus,RS_GCF_000297615.1,Bacteria,1.87,30.1,RS_GCF_000424685.1
Methylomonas methanica_B,RS_GCF_000214665.1,Bacteria,112,20.1,RS_GCF_000214665.1
Methylosinus sporium,RS_GCF_009811675.1,Bacteria,187,30,RS_GCF_003113265.1
Methylosinus sporium,RS_GCF_007004125.1,Bacteria,187,30,RS_GCF_003113265.1
Methylosinus sporium,RS_GCF_018887255.1,Bacteria,187,30,RS_GCF_003113265.1
Methylosinus sporium,RS_GCF_011378635.1,Bacteria,187,30,RS_GCF_003113265.1
Methylosinus sporium,RS_GCF_003113265.1,Bacteria,187,30,RS_GCF_003113265.1
Methylosinus trichosporium,RS_GCF_000178815.2,Bacteria,131,30,RS_GCF_002752655.1
Methylosinus trichosporium,RS_GCF_001675455.1,Bacteria,131,30,RS_GCF_002752655.1
Methylosinus trichosporium,RS_GCF_002752655.1,Bacteria,131,30,RS_GCF_002752655.1
Methylosinus trichosporium,RS_GCF_030062355.1,Bacteria,131,30,RS_GCF_002752655.1
Microcoleus bourrellyi,GB_GCA_030849005.1,Bacteria,17.51,20,RS_GCF_002412335.2
Microcoleus bourrellyi,RS_GCF_002412335.2,Bacteria,17.51,20,RS_GCF_002412335.2
Microcystis wesenbergii,GB_GCA_009995765.1,Bacteria,69.3147180559945,35,GB_GCA_007096525.1
Microcystis wesenbergii,GB_GCA_009995775.1,Bacteria,69.3147180559945,35,GB_GCA_007096525.1
Microcystis wesenbergii,GB_GCA_007096525.1,Bacteria,69.3147180559945,35,GB_GCA_007096525.1
Microcystis wesenbergii,GB_GCA_007096585.1,Bacteria,69.3147180559945,35,GB_GCA_007096525.1
Microcystis wesenbergii,GB_GCA_007096105.1,Bacteria,69.3147180559945,35,GB_GCA_007096525.1
Moorella humiferrea,GB_GCA_014896575.1,Bacteria,2.1,65,RS_GCF_002995755.1
Moorella humiferrea,RS_GCF_002995755.1,Bacteria,2.1,65,RS_GCF_002995755.1
Moorella stamsii,GB_GCA_001373375.1,Bacteria,52.8,65,RS_GCF_002995805.1
Moorella stamsii,RS_GCF_002995805.1,Bacteria,52.8,65,RS_GCF_002995805.1
Moorella thermoacetica,RS_GCF_008121905.1,Bacteria,5,58,RS_GCF_001267405.1
Moorella thermoacetica,RS_GCF_027925125.1,Bacteria,5,58,RS_GCF_001267405.1
Moorella thermoacetica,RS_GCF_001267435.1,Bacteria,5,58,RS_GCF_001267405.1
Moorella thermoacetica,RS_GCF_008121895.1,Bacteria,5,58,RS_GCF_001267405.1
Moorella thermoacetica,RS_GCF_001875285.1,Bacteria,5,58,RS_GCF_001267405.1
Moorella thermoacetica,RS_GCF_001267405.1,Bacteria,5,58,RS_GCF_001267405.1
Moritella marina,RS_GCF_000291685.1,Bacteria,1.36,23.1,RS_GCF_008931805.1
Moritella marina,RS_GCF_000381865.1,Bacteria,1.36,23.1,RS_GCF_008931805.1
Moritella marina,RS_GCF_008931805.1,Bacteria,1.36,23.1,RS_GCF_008931805.1
Mycobacterium avium,RS_GCF_002304055.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium avium,GB_GCA_000504925.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium avium,RS_GCF_002928255.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium avium,RS_GCF_002089195.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium avium,RS_GCF_020055295.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium avium,RS_GCF_009741445.1,Bacteria,10,37,RS_GCF_009741445.1
Mycobacterium leprae,RS_GCF_001648835.1,Bacteria,240,37,RS_GCF_000195855.1
Mycobacterium leprae,RS_GCF_003584725.1,Bacteria,240,37,RS_GCF_000195855.1
Mycobacterium leprae,RS_GCF_000195855.1,Bacteria,240,37,RS_GCF_000195855.1
Mycobacterium leprae,RS_GCF_001653495.1,Bacteria,240,37,RS_GCF_000195855.1
Mycobacterium leprae,RS_GCF_003253775.1,Bacteria,240,37,RS_GCF_000195855.1
Mycobacterium tuberculosis,RS_GCF_001322285.1,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycobacterium tuberculosis,RS_GCF_001323265.1,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycobacterium tuberculosis,RS_GCF_001140405.1,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycobacterium tuberculosis,RS_GCF_000650355.1,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycobacterium tuberculosis,RS_GCF_001847835.1,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycobacterium tuberculosis,RS_GCF_000195955.2,Bacteria,14.6853216220327,37,RS_GCF_000195955.2
Mycoplasma capricolum,RS_GCF_027942315.1,Bacteria,3.03,37,RS_GCF_000012765.1
Mycoplasma capricolum,RS_GCF_011045555.1,Bacteria,3.03,37,RS_GCF_000012765.1
Mycoplasma capricolum,RS_GCF_011464015.1,Bacteria,3.03,37,RS_GCF_000012765.1
Mycoplasma capricolum,RS_GCF_006970285.1,Bacteria,3.03,37,RS_GCF_000012765.1
Mycoplasma capricolum,RS_GCF_000192395.2,Bacteria,3.03,37,RS_GCF_000012765.1
